"Year","Units","Series","Territorio","Value"
"2013","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.6"
"2018","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.58"
"2017","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.62"
"2014","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.51"
"2016","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.6"
"2018","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.64"
"2020","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.73"
"2013","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.53"
"2021","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.76"
"2019","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.62"
"2019","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.68"
"2015","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.52"
"2015","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.58"
"2016","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.53"
"2017","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.55"
"2020","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","Aragón","0.64"
"2014","Porcentaje","Volumen de remesas enviadas al extranjero en proporción al PIB","España","0.57"
"2019","Millones de euros","Volumen de remesas enviadas al extranjero","España","8480"
"2019","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","237079680"
"2021","Millones de euros","Volumen de remesas enviadas al extranjero","España","9150"
"2015","Millones de euros","Volumen de remesas enviadas al extranjero","España","6256"
"2016","Millones de euros","Volumen de remesas enviadas al extranjero","España","6673"
"2017","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","196776718"
"2018","Millones de euros","Volumen de remesas enviadas al extranjero","España","7733"
"2015","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","171898834"
"2018","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","213524926"
"2017","Millones de euros","Volumen de remesas enviadas al extranjero","España","7242"
"2021","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","?"
"2013","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","169227874"
"2014","Millones de euros","Volumen de remesas enviadas al extranjero","España","5924"
"2020","Millones de euros","Volumen de remesas enviadas al extranjero","España","8169"
"2016","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","180380981"
"2013","Millones de euros","Volumen de remesas enviadas al extranjero","España","6161"
"2014","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","163627844"
"2020","Millones de euros","Volumen de remesas enviadas al extranjero","Aragón","226162591"
