Year,Units,Series,Territorio,Value
2018,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.69
2015,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,66.92
2011,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,64.76
2016,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,70.64
2016,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,67.74
2019,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,68.58
2020,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,64.22
2011,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,66.67
2010,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,45.7
2020,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,67.8
2015,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,69.18
2019,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.4
2010,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,49.8
2012,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,79.39
2017,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.53
2013,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,66.98
2014,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,69.54
2017,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,70.04
2013,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,64.26
2018,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,70.13
2014,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,67.01
2012,Porcentaje,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,79.02
2016,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,57.82
2018,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.48
2010,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,37.11
2014,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,52.67
2017,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.42
2019,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,56.34
2020,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,53.03
2015,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,48.97
2011,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,56.55
2015,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,54.19
2017,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,59.77
2013,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,54.3
2012,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,58.88
2019,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.47
2011,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,57.36
2020,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,53.1
2014,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,54.47
2016,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,57.05
2010,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,41.08
2013,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,53.33
2012,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,61.58
2018,Porcentaje,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Aragón,58.76
